"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"1948","Male","Yes",49,"Yes","Average",6
"1949","Male","No",33,"No","Low",4
"1950","Male","Yes",53,"Yes","Average",2
"1951","Female","Yes",47,"Yes","Average",4
"1952","Male","No",31,"No","Low",7
"1953","Male","Yes",52,"Yes","High",4
"1954","Male","No",31,"No","Low",7
"1955","Female","No",30,"Yes","Low",2
"1956","Male","Yes",63,"Yes","Average",2
"1957","Male","Yes",69,"No","Average",2
"1958","Male","No",29,"Yes","Low",4
"1959","Female","Yes",56,"No","Average",5
"1960","Female","Yes",72,"Yes","Average",3
"1961","Male","Yes",88,"No","Low",1
"1962","Male","No",30,"No","Low",4
"1963","Female","No",31,"Yes","Low",4
"1964","Male","No",41,"Yes","Low",3
"1965","Female","No",31,"Yes","Low",7
"1966","Male","No",20,"No","Low",5
"1967","Female","Yes",26,"No","High",3
"1968","Male","Yes",48,"No","Average",5
"1969","Male","No",20,"No","Low",4
"1970","Male","Yes",41,"Yes","Low",4
"1971","Male","Yes",63,"Yes","Low",3
"1972","Male","Yes",88,"Yes","Low",1
"1973","Female","No",39,"Yes","Low",3
"1974","Male","Yes",55,"No","High",4
"1975","Male","No",32,"Yes","Low",2
"1976","Female","Yes",38,"Yes","Average",3
"1977","Female","Yes",62,"Yes","Low",1
"1978","Male","No",18,"No","Low",5
"1979","Male","Yes",67,"No","High",2
"1980","Female","Yes",42,"Yes","Low",2
"1981","Female","No",45,"Yes","Low",1
"1982","Male","Yes",46,"No","Average",3
"1983","Male","No",20,"No","Low",4
"1984","Female","Yes",41,"Yes","High",3
"1985","Female","Yes",35,"No","Average",4
"1986","Female","Yes",52,"Yes","Low",2
"1987","Female","Yes",63,"Yes","Average",4
"1988","Male","Yes",51,"No","Low",3
"1989","Female","Yes",29,"Yes","Average",2
"1990","Male","No",27,"No","Low",4
"1991","Female","No",37,"Yes","Low",1
"1992","Female","Yes",29,"No","Average",2
"1993","Female","No",50,"Yes","Low",2
"1994","Male","Yes",74,"Yes","Low",1
"1995","Female","Yes",72,"Yes","Average",3
"1996","Female","Yes",83,"Yes","High",2
"1997","Male","Yes",37,"Yes","Average",3
"1998","Female","No",19,"No","Low",3
"1999","Female","No",30,"No","Low",1
"2000","Female","No",46,"Yes","Low",2
"2001","Female","Yes",65,"Yes","Low",2
"2002","Female","Yes",88,"Yes","Average",2
"2003","Male","Yes",43,"Yes","Average",2
"2004","Male","Yes",50,"Yes","High",3
"2005","Male","No",35,"Yes","Low",2
"2006","Male","Yes",67,"Yes","Low",1
"2007","Male","Yes",66,"Yes","Low",1
"2008","Female","No",39,"Yes","Low",2
"2009","Female","No",32,"No","Low",1
"2010","Female","No",40,"Yes","Low",1
"2011","Male","Yes",88,"Yes","High",3
"2012","Male","No",30,"Yes","Low",5
"2013","Male","No",32,"Yes","Low",1
"2014","Male","Yes",43,"No","Low",2
"2015","Female","Yes",55,"No","Average",2
"2016","Female","Yes",47,"Yes","Average",3
"2017","Male","No",39,"Yes","Low",1
"2018","Male","No",22,"No","Low",4
"2019","Male","Yes",39,"Yes","Average",5
"2020","Female","No",31,"No","Low",7
"2021","Male","No",27,"Yes","Low",3
"2022","Male","No",19,"No","Low",4
"2023","Male","Yes",69,"No","Average",2
"2024","Male","Yes",37,"No","Average",2
"2025","Male","Yes",45,"Yes","High",2
"2026","Female","No",22,"No","Low",3
"2027","Female","No",26,"Yes","Low",3
"2028","Male","No",39,"Yes","Low",3
"2029","Male","Yes",61,"Yes","Low",2
"2030","Female","Yes",74,"No","High",2
"2031","Male","No",29,"Yes","Low",1
"2032","Male","No",29,"Yes","Low",1
"2033","Male","No",36,"No","Low",3
"2034","Female","No",63,"Yes","Low",2
"2035","Male","Yes",69,"Yes","Average",5
"2036","Male","Yes",81,"Yes","Low",1
"2037","Female","Yes",71,"No","High",2
"2038","Female","No",31,"No","Low",2
"2039","Male","Yes",41,"Yes","Average",4
"2040","Male","Yes",35,"No","Average",3
"2041","Female","No",52,"Yes","Low",1
"2042","Male","No",19,"No","Low",4
"2043","Male","Yes",45,"No","Low",2
"2044","Female","No",19,"No","Low",4
"2045","Male","No",23,"No","Low",5
"2046","Male","Yes",77,"No","Low",2
"2047","Female","Yes",84,"Yes","Low",1
"2048","Male","Yes",47,"No","High",4
"2049","Male","No",29,"Yes","Low",3
"2050","Female","No",35,"Yes","Low",3
"2051","Male","Yes",40,"Yes","Low",2
"2052","Male","No",35,"No","Low",1
"2053","Male","No",20,"No","Low",3
"2054","Male","No",43,"Yes","Low",2
"2055","Male","Yes",56,"No","Low",1
"2056","Female","Yes",53,"Yes","Low",1
"2057","Male","Yes",22,"No","High",3
"2058","Male","Yes",32,"No","High",4
"2059","Male","Yes",51,"No","High",5
"2060","Male","Yes",37,"No","Average",4
"2061","Male","Yes",55,"Yes","Average",4
"2062","Male","No",42,"Yes","Low",2
"2063","Male","No",20,"No","Low",5
"2064","Female","No",42,"Yes","Low",2
"2065","Female","Yes",38,"No","High",5
"2066","Female","No",52,"Yes","Low",1
"2067","Female","Yes",48,"Yes","Low",1
"2068","Male","Yes",37,"Yes","Average",2
"2069","Male","No",27,"No","Low",3
"2070","Male","Yes",48,"No","Average",4
"2071","Female","No",25,"Yes","Low",2
"2072","Female","No",56,"Yes","Low",1
"2073","Female","Yes",68,"No","Low",1
"2074","Male","No",21,"No","Low",4
"2075","Male","No",43,"Yes","Low",2
"2076","Male","Yes",52,"Yes","High",2
"2077","Male","Yes",50,"No","Average",5
"2078","Male","No",41,"Yes","Low",1
"2079","Male","Yes",40,"Yes","Average",2
"2080","Male","No",32,"Yes","Low",2
"2081","Male","Yes",57,"Yes","High",2
"2082","Female","No",25,"Yes","Low",2
"2083","Male","Yes",74,"No","High",2
"2084","Male","No",38,"Yes","Low",4
"2085","Female","Yes",46,"Yes","Average",2
"2086","Female","No",50,"Yes","Low",1
"2087","Male","Yes",50,"Yes","Average",2
"2088","Female","Yes",69,"Yes","High",2
"2089","Male","No",29,"Yes","Low",1
"2090","Male","Yes",84,"Yes","High",3
"2091","Male","Yes",38,"No","High",5
"2092","Female","Yes",82,"No","Low",1
"2093","Female","Yes",50,"No","Low",3
"2094","Male","Yes",56,"Yes","High",2
"2095","Male","No",19,"No","Low",3
"2096","Male","Yes",29,"No","Low",3
"2097","Male","No",26,"Yes","Low",3
"2098","Female","No",31,"No","Low",5
"2099","Male","Yes",42,"Yes","Average",2
"2100","Female","No",33,"Yes","Low",1
"2101","Male","Yes",35,"No","Low",5
"2102","Female","Yes",46,"No","High",3
"2103","Female","No",67,"Yes","Low",2
"2104","Female","No",35,"No","Low",2
"2105","Male","No",28,"No","Low",3
"2106","Female","No",43,"No","Low",1
"2107","Female","Yes",73,"Yes","Average",3
"2108","Female","No",21,"No","Low",4
"2109","Female","No",32,"No","Low",3
"2110","Male","No",32,"Yes","Low",3
"2111","Male","No",25,"No","Low",3
"2112","Female","No",40,"Yes","Low",1
"2113","Female","No",19,"No","Low",3
"2114","Male","Yes",48,"Yes","High",5
"2115","Female","No",36,"Yes","Low",3
"2116","Male","No",27,"No","Low",3
"2117","Female","Yes",82,"No","High",2
"2118","Male","No",23,"No","Low",4
"2119","Male","No",30,"Yes","Low",3
"2120","Male","No",30,"Yes","Low",4
"2121","Male","No",30,"Yes","Low",3
"2122","Male","No",28,"Yes","Low",5
"2123","Male","Yes",60,"Yes","Low",2
"2124","Female","Yes",52,"Yes","Average",2
"2125","Female","No",19,"No","Low",2
"2126","Male","Yes",40,"No","Low",5
"2127","Male","No",38,"Yes","Low",1
"2128","Female","Yes",71,"Yes","Average",2
"2129","Female","No",40,"Yes","Low",3
"2130","Male","Yes",68,"Yes","High",2
"2131","Male","Yes",50,"Yes","Low",4
"2132","Male","No",21,"No","Low",4
"2133","Male","No",29,"Yes","Low",3
"2134","Female","Yes",39,"No","Average",4
"2135","Male","Yes",41,"Yes","Low",4
"2136","Male","No",28,"No","Low",1
"2137","Female","No",22,"No","Low",3
"2138","Male","No",35,"Yes","Low",1
"2139","Female","Yes",49,"Yes","Low",2
"2140","Female","Yes",26,"Yes","Low",2
"2141","Female","No",33,"No","Low",1
"2142","Female","No",27,"No","Low",2
"2143","Female","No",50,"No","Low",2
"2144","Female","Yes",37,"Yes","Low",2
"2145","Male","No",43,"Yes","Low",2
"2146","Male","No",35,"Yes","Low",1
"2147","Female","Yes",50,"Yes","Low",1
"2148","Male","No",31,"Yes","Low",1
"2149","Female","Yes",29,"No","High",2
"2150","Female","No",20,"No","Low",2
"2151","Male","Yes",66,"Yes","Average",2
"2152","Male","Yes",37,"Yes","Average",2
"2153","Male","Yes",52,"Yes","Average",2
"2154","Male","Yes",45,"Yes","High",5
"2155","Female","No",27,"Yes","Low",6
"2156","Female","Yes",46,"Yes","High",4
"2157","Female","Yes",43,"No","Low",1
"2158","Female","No",32,"No","Low",6
"2159","Male","Yes",87,"Yes","Low",4
"2160","Female","Yes",40,"Yes","Average",5
"2161","Male","No",59,"Yes","Low",2
"2162","Male","Yes",63,"Yes","Average",3
"2163","Male","No",23,"No","Low",8
"2164","Female","Yes",65,"No","High",2
"2165","Male","No",47,"Yes","Low",1
"2166","Female","Yes",45,"Yes","Low",2
"2167","Male","Yes",79,"No","Low",1
"2168","Male","Yes",65,"No","High",2
"2169","Female","No",38,"Yes","Low",2
"2170","Female","Yes",28,"Yes","Low",2
"2171","Male","No",20,"No","Low",3
"2172","Female","Yes",36,"Yes","Low",2
"2173","Male","No",22,"No","Low",4
"2174","Male","Yes",56,"No","High",4
"2175","Female","No",32,"Yes","Low",3
"2176","Female","No",33,"Yes","Low",1
"2177","Female","Yes",68,"Yes","High",2
"2178","Male","Yes",53,"Yes","Average",3
"2179","Female","Yes",38,"Yes","Average",3
"2180","Male","No",22,"No","Low",5
"2181","Female","Yes",49,"Yes","High",4
"2182","Male","Yes",43,"Yes","Low",2
"2183","Female","No",33,"No","Low",1
"2184","Female","Yes",57,"Yes","High",2
"2185","Female","Yes",65,"Yes","Low",6
"2186","Male","Yes",36,"Yes","Average",2
"2187","Female","Yes",43,"No","Average",7
"2188","Female","No",18,"No","Low",5
"2189","Female","Yes",43,"No","Average",2
"2190","Male","Yes",75,"Yes","Low",1
"2191","Female","Yes",27,"No","High",4
"2192","Male","Yes",39,"Yes","Average",2
"2193","Male","Yes",61,"Yes","Low",2
"2194","Female","Yes",73,"Yes","Low",5
"2195","Male","No",26,"Yes","Low",5
"2196","Male","Yes",52,"Yes","Average",4
"2197","Male","Yes",50,"Yes","Low",1
"2198","Female","No",51,"Yes","Low",1
"2199","Male","Yes",50,"No","Average",3
"2200","Male","Yes",53,"Yes","High",5
"2201","Male","Yes",40,"No","Low",4
"2202","Female","Yes",86,"No","Low",1
"2203","Female","No",26,"No","Low",3
"2204","Male","No",32,"No","Low",4
"2205","Female","No",22,"No","Low",3
"2206","Female","Yes",36,"Yes","Average",4
"2207","Female","Yes",69,"No","Low",1
"2208","Female","No",39,"Yes","Low",2
"2209","Female","Yes",81,"No","High",2
"2210","Female","No",28,"No","Low",2
"2211","Male","No",28,"Yes","Low",5
"2212","Male","No",52,"Yes","Low",5
"2213","Female","Yes",40,"Yes","Average",5
"2214","Female","Yes",37,"No","Average",2
"2215","Male","No",26,"No","Low",5
"2216","Female","No",31,"No","Low",1
"2217","Female","Yes",68,"Yes","Low",2
"2218","Male","Yes",42,"Yes","Average",3
"2219","Female","Yes",56,"Yes","Average",6
"2220","Male","Yes",37,"No","Low",2
"2221","Male","Yes",58,"Yes","Low",1
"2222","Male","No",33,"Yes","Low",1
"2223","Female","No",31,"No","Low",1
"2224","Female","No",27,"Yes","Low",3
"2225","Male","No",25,"No","Low",4
"2226","Male","Yes",51,"Yes","Average",2
"2227","Male","Yes",37,"No","Average",3
"2228","Male","Yes",69,"Yes","Average",4
"2229","Female","Yes",45,"No","Low",1
"2230","Male","Yes",38,"Yes","Low",2
"2231","Male","Yes",51,"Yes","Average",4
"2232","Female","No",19,"No","Low",4
"2233","Female","No",32,"Yes","Low",3
"2234","Male","No",31,"Yes","Low",5
"2235","Male","No",19,"No","Low",3
"2236","Male","Yes",41,"Yes","Average",3
"2237","Female","No",39,"No","Low",6
"2238","Male","No",21,"No","Low",4
"2239","Male","No",23,"No","Low",6
"2240","Male","Yes",65,"No","Average",2
"2241","Male","No",31,"No","Low",5
"2242","Female","Yes",73,"No","High",2
"2243","Male","Yes",42,"Yes","Low",2
"2244","Male","No",47,"Yes","Low",1
"2245","Female","No",19,"No","Low",5
"2246","Male","Yes",45,"No","Low",9
"2247","Female","No",25,"No","Low",7
"2248","Female","No",28,"Yes","Low",3
"2249","Female","Yes",40,"Yes","Average",2
"2250","Female","Yes",50,"Yes","Average",4
"2251","Male","No",26,"Yes","Low",2
"2252","Male","Yes",82,"Yes","Low",1
"2253","Male","Yes",33,"Yes","Low",2
"2254","Male","No",50,"No","Low",2
"2255","Male","Yes",83,"No","Low",1
"2256","Female","No",37,"Yes","Low",1
"2257","Male","Yes",37,"Yes","Average",2
"2258","Male","Yes",55,"No","High",3
"2259","Male","Yes",61,"Yes","Low",2
"2260","Female","Yes",39,"Yes","Low",1
"2261","Male","Yes",40,"Yes","Low",2
"2262","Male","Yes",55,"Yes","Low",1
"2263","Male","Yes",50,"Yes","Average",1
"2264","Male","No",26,"Yes","Low",3
"2265","Female","No",53,"Yes","Low",1
"2266","Female","No",28,"Yes","Low",5
"2267","Female","No",32,"Yes","Low",3
"2268","Female","No",31,"Yes","Low",1
"2269","Male","No",30,"No","Low",4
"2270","Female","No",31,"Yes","Low",4
"2271","Male","Yes",47,"Yes","Low",1
"2272","Male","Yes",49,"Yes","Average",2
"2273","Male","Yes",37,"Yes","High",3
"2274","Male","Yes",47,"Yes","Average",4
"2275","Male","Yes",52,"Yes","High",2
"2276","Female","No",20,"No","Low",7
"2277","Male","Yes",79,"No","High",2
"2278","Male","Yes",47,"No","High",6
"2279","Male","No",23,"No","Low",4
"2280","Female","No",29,"No","Low",4
"2281","Female","No",33,"Yes","Low",1
"2282","Male","No",21,"No","Low",4
"2283","Male","No",18,"No","Low",4
"2284","Male","Yes",70,"Yes","High",2
"2285","Female","Yes",56,"Yes","Average",2
"2286","Male","Yes",42,"Yes","Average",2
"2287","Female","No",28,"No","Low",2
"2288","Male","Yes",41,"Yes","High",4
"2289","Male","Yes",81,"Yes","Low",1
"2290","Male","No",30,"Yes","Low",2
"2291","Male","Yes",53,"No","Low",2
"2292","Male","No",26,"Yes","Low",4
"2293","Male","Yes",51,"Yes","Low",3
"2294","Male","No",19,"No","Low",7
"2295","Male","Yes",75,"Yes","High",2
"2296","Female","Yes",51,"Yes","Low",1
"2297","Female","Yes",70,"Yes","Low",2
"2298","Female","No",38,"Yes","Low",1
"2299","Female","No",21,"No","Low",4
"2300","Male","Yes",80,"No","Low",1
"2301","Female","Yes",19,"No","High",2
"2302","Male","No",33,"No","Low",1
"2303","Male","Yes",48,"Yes","Average",6
"2304","Female","No",33,"No","Low",3
"2305","Female","No",33,"Yes","Low",3
"2306","Female","No",31,"No","Low",4
"2307","Female","Yes",48,"Yes","Average",2
"2308","Male","Yes",49,"No","Average",8
"2309","Female","Yes",38,"No","Low",1
"2310","Female","No",39,"Yes","Low",1
"2311","Female","Yes",46,"Yes","Average",2
"2312","Male","Yes",41,"Yes","Average",2
"2313","Female","Yes",31,"No","High",3
"2314","Male","Yes",37,"Yes","Average",2
"2315","Female","Yes",58,"No","Low",1
"2316","Female","Yes",49,"Yes","Average",2
"2317","Female","Yes",47,"No","Low",1
"2318","Male","No",30,"Yes","Low",4
"2319","Female","Yes",33,"Yes","Low",2
"2320","Male","No",33,"No","Low",4
"2321","Male","No",27,"Yes","Low",1
"2322","Male","Yes",45,"No","Low",2
"2323","Female","Yes",45,"Yes","Low",1
"2324","Female","No",21,"No","Low",4
"2325","Female","No",36,"Yes","Low",2
"2326","Female","Yes",56,"No","Low",1
"2327","Female","No",28,"No","Low",5
"2328","Female","Yes",89,"No","High",2
"2329","Male","Yes",48,"Yes","High",4
"2330","Male","Yes",47,"No","High",5
"2331","Male","No",23,"No","Low",3
"2332","Female","No",18,"No","Low",4
"2333","Male","Yes",58,"Yes","High",2
"2334","Male","Yes",42,"No","Average",3
"2335","Male","No",22,"No","Low",3
"2336","Female","Yes",50,"Yes","Low",1
"2337","Female","Yes",40,"Yes","Low",2
"2338","Male","Yes",73,"No","High",2
"2339","Male","Yes",40,"Yes","Average",3
"2340","Female","Yes",39,"No","Low",2
"2341","Male","Yes",83,"No","High",3
"2342","Male","Yes",55,"Yes","Low",1
"2343","Male","Yes",51,"Yes","Low",3
"2344","Male","Yes",42,"No","Average",4
"2345","Male","Yes",27,"Yes","Low",4
"2346","Male","Yes",53,"Yes","High",2
"2347","Female","Yes",40,"Yes","Average",7
"2348","Male","Yes",62,"Yes","Average",9
"2349","Male","No",21,"No","Low",5
"2350","Male","Yes",40,"Yes","Average",2
"2351","Male","No",27,"No","Low",3
"2352","Female","Yes",84,"No","High",2
"2353","Male","No",26,"No","Low",4
"2354","Male","No",33,"Yes","Low",1
"2355","Male","No",27,"Yes","Low",1
"2356","Female","Yes",46,"No","Average",5
"2357","Female","No",28,"No","Low",5
"2358","Female","No",25,"No","Low",3
"2359","Female","Yes",47,"Yes","Average",3
"2360","Female","No",32,"No","Low",4
"2361","Female","No",21,"No","Low",4
"2362","Male","Yes",73,"Yes","High",4
"2363","Male","Yes",35,"Yes","Average",2
"2364","Male","No",52,"Yes","Low",1
"2365","Male","Yes",40,"Yes","Low",2
"2366","Male","No",31,"Yes","Low",1
"2367","Female","Yes",88,"Yes","High",2
"2368","Female","No",39,"No","Low",1
"2369","Female","No",41,"Yes","Low",2
"2370","Female","Yes",73,"Yes","Average",2
"2371","Male","Yes",45,"Yes","Average",5
"2372","Male","Yes",41,"No","Low",4
"2373","Male","Yes",75,"Yes","High",2
"2374","Male","No",39,"Yes","Low",2
"2375","Female","Yes",89,"No","High",2
"2376","Male","Yes",45,"Yes","Low",1
"2377","Female","Yes",50,"Yes","Average",2
"2378","Male","Yes",43,"No","High",2
"2379","Male","Yes",50,"Yes","Average",4
"2380","Male","Yes",76,"Yes","Low",1
"2381","Female","Yes",27,"Yes","Average",2
"2382","Male","Yes",41,"Yes","Low",2
"2383","Male","Yes",50,"Yes","Low",2
"2384","Male","Yes",56,"Yes","High",5
"2385","Male","Yes",28,"No","Average",2
"2386","Female","Yes",72,"Yes","Average",2
"2387","Female","Yes",41,"No","Low",1
"2388","Male","No",28,"No","Low",2
"2389","Female","Yes",27,"Yes","Average",2
"2390","Female","No",32,"No","Low",4
"2391","Female","No",20,"No","Low",4
"2392","Male","Yes",45,"Yes","Low",5
"2393","Male","No",59,"Yes","Low",2
"2394","Female","No",46,"Yes","Low",1
"2395","Male","Yes",46,"Yes","Average",3
"2396","Male","No",41,"Yes","Low",2
"2397","Male","Yes",70,"Yes","High",2
"2398","Male","Yes",42,"Yes","Average",3
"2399","Female","Yes",60,"No","High",9
"2400","Male","No",37,"Yes","Low",1
"2401","Male","No",18,"No","Low",7
"2402","Male","Yes",52,"Yes","Average",3
"2403","Female","No",32,"No","Low",4
"2404","Male","Yes",74,"No","Low",1
"2405","Male","Yes",29,"Yes","Average",2
"2406","Male","Yes",37,"Yes","Average",3
"2407","Male","Yes",45,"No","Average",3
"2408","Male","No",22,"No","Low",4
"2409","Female","Yes",51,"Yes","Average",2
"2410","Male","Yes",59,"Yes","Average",2
"2411","Male","Yes",55,"Yes","Average",2
"2412","Male","No",22,"No","Low",3
"2413","Male","No",18,"No","Low",4
"2414","Female","Yes",84,"No","High",2
"2415","Male","No",35,"Yes","Low",1
"2416","Male","Yes",50,"Yes","Average",3
"2417","Male","Yes",73,"Yes","High",3
"2418","Female","No",23,"No","Low",4
"2419","Male","No",30,"Yes","Low",5
"2420","Female","No",21,"Yes","Low",5
"2421","Male","No",18,"No","Low",4
"2422","Male","Yes",46,"Yes","Average",3
"2423","Male","No",32,"Yes","Low",2
"2424","Female","No",36,"Yes","Low",3
"2425","Male","Yes",37,"No","Low",2
"2426","Male","No",42,"Yes","Low",1
"2427","Female","Yes",42,"Yes","Average",2
"2428","Female","No",33,"No","Low",1
"2429","Female","Yes",35,"No","High",2
"2430","Female","Yes",59,"Yes","Average",5
"2431","Male","Yes",70,"Yes","Low",1
"2432","Male","Yes",53,"No","Low",1
"2433","Female","Yes",80,"No","High",2
"2434","Male","Yes",56,"No","High",3
"2435","Male","Yes",39,"Yes","Average",2
"2436","Female","Yes",73,"Yes","Average",3
"2437","Female","Yes",58,"Yes","Average",5
"2438","Female","No",30,"No","Low",9
"2439","Female","No",23,"No","Low",3
"2440","Male","Yes",59,"Yes","Average",4
"2441","Female","Yes",56,"Yes","Low",2
"2442","Female","Yes",40,"Yes","Low",1
